message_id,strict_has_trigger,extended_has_trigger,broad_has_trigger,strict_subject_count,strict_body_count,extended_subject_count,extended_body_count,broad_subject_count,broad_body_count,is_candidate_strict,is_candidate_extended,is_candidate_broad
00004.bdcc075fa4beb5157b5dd6cd41d8887b,False,False,False,0,0,0,0,0,0,False,False,False
00025.619ab8051359048795e3cd09e82ad1a0,False,False,True,0,0,0,0,1,0,False,False,True
00046.96a19afe71cd6f1f14c96293557a49ff,False,False,False,0,0,0,0,0,0,False,False,False
00061.bec763248306fb3228141491856ed216,False,False,False,0,0,0,0,0,0,False,False,False
00078.6944f51ce9c0586d8f9137d2d2207df0,False,False,True,0,0,0,0,1,0,False,False,True
00083.c1891c507954e5b75b72b16712e799bf,False,False,False,0,0,0,0,0,0,False,False,False
00088.1673f91313df07da1a18b2fc458dd4c4,False,False,False,0,0,0,0,0,0,False,False,False
00101.5a24bf3ba3962442179b1a0325a1d1cb,False,False,True,0,0,0,0,1,0,False,False,True
00104.04d165183bb8feab0956362c70591b3d,False,False,False,0,0,0,0,0,0,False,False,False
00116.29e39a0064e2714681726ac28ff3fdef,False,False,False,0,0,0,0,0,0,False,False,False
00122.98bcaad36eb81e75911371f841f28dfc,False,False,True,0,0,0,0,0,2,False,False,True
00123.a5ee0040ec9a30b3f32f61e547fa5f8f,False,False,True,0,0,0,0,1,0,False,False,True
00124.e757f78e3a015f784045f87c81e9ce87,False,False,False,0,0,0,0,0,0,False,False,False
00125.120d27c936362896c00a3db9d3a4571e,False,False,False,0,0,0,0,0,0,False,False,False
00133.17dccf2499a4245b83890e0784c43499,False,False,False,0,0,0,0,0,0,False,False,False
00139.b2a205ac25d7d907cdfb3f865dbae1ae,False,False,False,0,0,0,0,0,0,False,False,False
00149.c07359393107925a86798dd72d6a56b3,False,False,False,0,0,0,0,0,0,False,False,False
00150.957bb781217f762dc9999e7a90130c92,False,False,False,0,0,0,0,0,0,False,False,False
00152.a9f16de7f087215259a15322961bf9c0,False,False,False,0,0,0,0,0,0,False,False,False
00154.fb13b55bdbb01e81ac9b8ee6f13948d5,False,False,False,0,0,0,0,0,0,False,False,False
00155.b043f6801a72ada945205709c44c8ac4,False,False,True,0,0,0,0,1,0,False,False,True
00161.37836bbc77bdab253f914d7a5233badb,False,False,True,0,0,0,0,2,0,False,False,True
00174.516721408a0d043ffc5258ecc49e907a,False,False,False,0,0,0,0,0,0,False,False,False
00180.13a95a2542a0fd01ff24303561cca949,False,False,False,0,0,0,0,0,0,False,False,False
00187.3fb9a7078bff0530ea52484a32c5d7e0,False,False,True,0,0,0,0,1,8,False,False,True
00189.58d4489891c5ab450678438eb8cc4a3e,False,False,False,0,0,0,0,0,0,False,False,False
00205.ee9ba1e4fc09cb436f0d0983ecef87cf,False,False,False,0,0,0,0,0,0,False,False,False
00206.0c8362d7e86ddcaf39829800ac40e2ca,False,False,False,0,0,0,0,0,0,False,False,False
00213.8c42a1c257aa30ff3b3ba668cca59408,False,False,False,0,0,0,0,0,0,False,False,False
00221.775c9348b935d966a9afec954f1e9c27,False,False,False,0,0,0,0,0,0,False,False,False
00225.a4a58f288601a7e965b358c6e7c6741f,False,False,False,0,0,0,0,0,0,False,False,False
00227.a2dc608fa0cf81c35ea9f658b24a9004,False,False,False,0,0,0,0,0,0,False,False,False
00234.64c94421011e896adab852386cd314d8,False,False,False,0,0,0,0,0,0,False,False,False
00235.749db1b61dbea4257300c71c9220a4e8,False,False,False,0,0,0,0,0,0,False,False,False
00246.4dc5830a5a3e1fda805613b61822bac8,False,False,True,0,0,0,0,1,0,False,False,True
00248.2212008dd1bd6e4d2326d8c6ce81d01a,False,False,True,0,0,0,0,2,0,False,False,True
00266.12e00174bc1346952a8ba2c430e48bf6,False,False,False,0,0,0,0,0,0,False,False,False
00268.9b64189b6da55d1e0a30026ca73eb0da,False,False,False,0,0,0,0,0,0,False,False,False
00271.7105f4998a88cbf4036403f61ba60d65,False,False,False,0,0,0,0,0,0,False,False,False
00274.ecb5ce751d8768ef609c171b84ca07a9,False,False,False,0,0,0,0,0,0,False,False,False
00275.87c74dc27e397ccd3b2b581bbefef515,False,False,False,0,0,0,0,0,0,False,False,False
00282.0e230e05877f40a522bfb93aa3e314f3,False,False,False,0,0,0,0,0,0,False,False,False
00285.0a23190ebe54452ab48f8fc1e20402f5,False,False,False,0,0,0,0,0,0,False,False,False
00289.61a681a72c71512f115ad65033acc7c9,False,False,True,0,0,0,0,1,3,False,False,True
00304.ed5fbfc3e6f2be662f29f43f172a1fb3,False,False,False,0,0,0,0,0,0,False,False,False
00311.176626eb0ec0de8f451a079083104975,False,False,True,0,0,0,0,1,0,False,False,True
00321.00c19304d06d2e9fd068873434f1297e,False,False,False,0,0,0,0,0,0,False,False,False
00323.9e36bf05304c99f2133a4c03c49533a9,False,False,False,0,0,0,0,0,0,False,False,False
00327.7f21bc8575786a0e00341a6407b9f286,False,False,False,0,0,0,0,0,0,False,False,False
00329.47e3728483bdcad34227e601eb348836,False,False,True,0,0,0,0,0,12,False,False,True
00333.050a95c5ed10d1e01e5da42d27d087bd,False,False,True,0,0,0,0,1,0,False,False,True
00357.b523d4209d633d6fdf86b93bc19e3aa2,False,False,False,0,0,0,0,0,0,False,False,False
00360.3c1e6c84cb93d024c1f1aa85cd56ac9c,False,False,True,0,0,0,0,0,1,False,False,True
00360.814557087d32334a92357de3b50ee814,False,False,False,0,0,0,0,0,0,False,False,False
00364.11dba84b95e0471927d1ebc8ff0017ef,False,False,False,0,0,0,0,0,0,False,False,False
00374.b174d1e94449f519f3ceba87e7cefea7,False,False,True,0,0,0,0,1,6,False,False,True
00391.6086519216f6de15fecaeffdb51ff3a7,False,False,False,0,0,0,0,0,0,False,False,False
00405.3163fff27ff95b91afd656f0025c6a83,False,False,False,0,0,0,0,0,0,False,False,False
00406.05e2214fea602970426862295f9b4a2e,False,False,False,0,0,0,0,0,0,False,False,False
00409.1faf0d6f87e8b70f0bb05b9040d56fca,False,False,True,0,0,0,0,1,0,False,False,True
00413.28e8cb47d7429bf78c711079da50fcd4,False,False,True,0,0,0,0,1,11,False,False,True
00414.583be7dd0ab2492309a3fbd7960e90be,False,False,True,0,0,0,0,1,0,False,False,True
00421.540f120cafbc8a068fcc7f8a372a37b8,False,False,False,0,0,0,0,0,0,False,False,False
00421.ca2fe949a956845a9ba81c649a7db6c0,False,False,False,0,0,0,0,0,0,False,False,False
00427.c3d316b9e7fefe87329d31b09c1601fe,False,False,False,0,0,0,0,0,0,False,False,False
00449.7d33f465cb813806296901ee541841d6,False,False,False,0,0,0,0,0,0,False,False,False
00449.c498bdd182edba9e9ba725c5a5a1f06b,False,False,False,0,0,0,0,0,0,False,False,False
00450.93d3d59fcdd0f8fda9ef4678535182e8,False,False,True,0,0,0,0,2,0,False,False,True
00453.456abc0bc83034492888f63725796d5b,False,False,True,0,0,0,0,1,0,False,False,True
00456.b700dd37219f192d25cfc87f5c97a86d,False,False,False,0,0,0,0,0,0,False,False,False
00477.24ef7a042f97482f884387c75249380c,False,False,True,0,0,0,0,2,0,False,False,True
00479.84c58aa8adff520d7f58dfde02c1cf10,False,False,True,0,0,0,0,1,0,False,False,True
00479.a2cd6780001042d8203b05a6ab0f34ac,False,False,False,0,0,0,0,0,0,False,False,False
00488.29e96da757cc5566c848833e26abdd65,False,False,True,0,0,0,0,1,0,False,False,True
00499.257302b8f6056eb85e0daa37bfcd2c68,False,False,False,0,0,0,0,0,0,False,False,False
00518.3b454f92294b060a41b0771941394bd3,False,False,True,0,0,0,0,1,0,False,False,True
00538.46858b6122a85685022250db2f25b32a,False,False,True,0,0,0,0,0,1,False,False,True
00580.c3b23134b4767f5e796d0df997fede33,False,False,False,0,0,0,0,0,0,False,False,False
00581.aacb2f971955bb5688c298776996bd64,False,False,False,0,0,0,0,0,0,False,False,False
00588.44b644374b89ba4885f91f0ed836e622,False,False,False,0,0,0,0,0,0,False,False,False
00589.0dd634d12e5f4538e6fe74841ee0b603,False,False,False,0,0,0,0,0,0,False,False,False
00596.8be778a774ce76c30a7a42a07979bdbe,False,False,False,0,0,0,0,0,0,False,False,False
00618.3407355607b3c336ddee20b1435abf01,False,False,False,0,0,0,0,0,0,False,False,False
00655.db3781e31126e0d5dc09de092da8a2f0,False,False,False,0,0,0,0,0,0,False,False,False
00684.ac796b7588e9ca61a66ccbca7a90a796,False,False,False,0,0,0,0,0,0,False,False,False
00702.ac95bc3f1e8943dd03fc78bebc0925ac,False,False,True,0,0,0,0,2,0,False,False,True
00711.75e5cd5b1ad023e0b50175e4dc5c781e,False,False,False,0,0,0,0,0,0,False,False,False
00717.835c303709346693354e01b242ff22da,False,False,False,0,0,0,0,0,0,False,False,False
00737.af5f503fe444ae773bfeb4652d122349,False,False,False,0,0,0,0,0,0,False,False,False
00761.00d729b279723c9ae9d8f09e171db301,False,False,True,0,0,0,0,1,0,False,False,True
00768.9900419b1120aac5256e7b1ba0de2b1f,False,False,False,0,0,0,0,0,0,False,False,False
