message_id,variant_filename,vocab_type,codepoint,salt_mode,fragment_max_positions,n_insert_subject,n_insert_body,body_part_found,subject_targets,body_targets
00001.317e78fa8ee2f54cd4890fdc09ba8176,00001__salted__strict__cp200B__single.317e78fa8ee2f54cd4890fdc09ba8176,strict,200B,single,,1,3,True,"[{""original_token"": ""MLM"", ""salted_token"": ""ML​M"", ""start"": 16, ""end"": 19, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""MLM"", ""salted_token"": ""ML​M"", ""start"": 345, ""end"": 348, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""MLM"", ""salted_token"": ""ML​M"", ""start"": 510, ""end"": 513, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""MLM"", ""salted_token"": ""ML​M"", ""start"": 596, ""end"": 599, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00001.317e78fa8ee2f54cd4890fdc09ba8176,00001__salted__strict__cp200C__single.317e78fa8ee2f54cd4890fdc09ba8176,strict,200C,single,,1,3,True,"[{""original_token"": ""MLM"", ""salted_token"": ""ML‌M"", ""start"": 16, ""end"": 19, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""MLM"", ""salted_token"": ""ML‌M"", ""start"": 345, ""end"": 348, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""MLM"", ""salted_token"": ""ML‌M"", ""start"": 510, ""end"": 513, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""MLM"", ""salted_token"": ""ML‌M"", ""start"": 596, ""end"": 599, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00001.317e78fa8ee2f54cd4890fdc09ba8176,00001__salted__strict__cp200D__single.317e78fa8ee2f54cd4890fdc09ba8176,strict,200D,single,,1,3,True,"[{""original_token"": ""MLM"", ""salted_token"": ""ML‍M"", ""start"": 16, ""end"": 19, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""MLM"", ""salted_token"": ""ML‍M"", ""start"": 345, ""end"": 348, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""MLM"", ""salted_token"": ""ML‍M"", ""start"": 510, ""end"": 513, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""MLM"", ""salted_token"": ""ML‍M"", ""start"": 596, ""end"": 599, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00001.317e78fa8ee2f54cd4890fdc09ba8176,00001__salted__strict__cp00AD__single.317e78fa8ee2f54cd4890fdc09ba8176,strict,00AD,single,,1,3,True,"[{""original_token"": ""MLM"", ""salted_token"": ""ML­M"", ""start"": 16, ""end"": 19, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""MLM"", ""salted_token"": ""ML­M"", ""start"": 345, ""end"": 348, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""MLM"", ""salted_token"": ""ML­M"", ""start"": 510, ""end"": 513, ""salt_mode"": ""single"", ""fragment_max_positions"": null}, {""original_token"": ""MLM"", ""salted_token"": ""ML­M"", ""start"": 596, ""end"": 599, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00002.d94f1b97e48ed3b553b3508d116e6a09,00002__salted__strict__cp200B__single.d94f1b97e48ed3b553b3508d116e6a09,strict,200B,single,,1,1,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu​aranteed"", ""start"": 7, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu​aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00002.d94f1b97e48ed3b553b3508d116e6a09,00002__salted__strict__cp200C__single.d94f1b97e48ed3b553b3508d116e6a09,strict,200C,single,,1,1,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‌aranteed"", ""start"": 7, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‌aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00002.d94f1b97e48ed3b553b3508d116e6a09,00002__salted__strict__cp200D__single.d94f1b97e48ed3b553b3508d116e6a09,strict,200D,single,,1,1,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‍aranteed"", ""start"": 7, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‍aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00002.d94f1b97e48ed3b553b3508d116e6a09,00002__salted__strict__cp00AD__single.d94f1b97e48ed3b553b3508d116e6a09,strict,00AD,single,,1,1,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu­aranteed"", ""start"": 7, ""end"": 17, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu­aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00003.2ee33bc6eacdb11f38d052c44819ba6c,00003__salted__strict__cp200B__single.2ee33bc6eacdb11f38d052c44819ba6c,strict,200B,single,,1,1,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu​aranteed"", ""start"": 0, ""end"": 10, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu​aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00003.2ee33bc6eacdb11f38d052c44819ba6c,00003__salted__strict__cp200C__single.2ee33bc6eacdb11f38d052c44819ba6c,strict,200C,single,,1,1,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‌aranteed"", ""start"": 0, ""end"": 10, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‌aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00003.2ee33bc6eacdb11f38d052c44819ba6c,00003__salted__strict__cp200D__single.2ee33bc6eacdb11f38d052c44819ba6c,strict,200D,single,,1,1,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‍aranteed"", ""start"": 0, ""end"": 10, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu‍aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00003.2ee33bc6eacdb11f38d052c44819ba6c,00003__salted__strict__cp00AD__single.2ee33bc6eacdb11f38d052c44819ba6c,strict,00AD,single,,1,1,True,"[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu­aranteed"", ""start"": 0, ""end"": 10, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]","[{""original_token"": ""Guaranteed"", ""salted_token"": ""Gu­aranteed"", ""start"": 87, ""end"": 97, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00004.eac8de8d759b7e74154f142194282724,00004__salted__strict__cp200B__single.eac8de8d759b7e74154f142194282724,strict,200B,single,,0,1,True,[],"[{""original_token"": ""specials"", ""salted_token"": ""sp​ecials"", ""start"": 2670, ""end"": 2678, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
00004.eac8de8d759b7e74154f142194282724,00004__salted__strict__cp200C__single.eac8de8d759b7e74154f142194282724,strict,200C,single,,0,1,True,[],"[{""original_token"": ""specials"", ""salted_token"": ""sp‌ecials"", ""start"": 2670, ""end"": 2678, ""salt_mode"": ""single"", ""fragment_max_positions"": null}]"
