message_id,strict_has_trigger,extended_has_trigger,broad_has_trigger,strict_subject_count,strict_body_count,extended_subject_count,extended_body_count,broad_subject_count,broad_body_count,is_candidate_strict,is_candidate_extended,is_candidate_broad
00003.590eff932f8704d8b0fcbe69d023b54d,False,False,False,0,0,0,0,0,0,False,False,False
00006.3ca1f399ccda5d897fecb8c57669a283,False,False,False,0,0,0,0,0,0,False,False,False
00008.dfd941deb10f5eed78b1594b131c9266,False,False,False,0,0,0,0,0,0,False,False,False
00010.2558d935f6439cb40d3acb8b8569aa9b,False,False,False,0,0,0,0,0,0,False,False,False
00010.445affef4c70feec58f9198cfbc22997,False,False,False,0,0,0,0,0,0,False,False,False
00012.381e4f512915109ba1e0853a7a8407b2,False,False,False,0,0,0,0,0,0,False,False,False
00015.048434ab64c86cf890eda1326a5643f5,False,False,False,0,0,0,0,0,0,False,False,False
00027.b7b61e4624a29097cf55b578089c6110,False,False,False,0,0,0,0,0,0,False,False,False
00028.ace98eff213f4e6314b5571aece625e1,False,False,False,0,0,0,0,0,0,False,False,False
00030.0c9cdd9d4025bd55dac02719ec8d29dc,False,False,False,0,0,0,0,0,0,False,False,False
00035.7ce3307b56dd90453027a6630179282e,False,False,False,0,0,0,0,0,0,False,False,False
00039.889d785885f092c269741b11f2124dce,False,False,False,0,0,0,0,0,0,False,False,False
00042.3e934ba4075f82283d755174d2642b76,False,False,False,0,0,0,0,0,0,False,False,False
00047.3c90d41f59137916d6b80e6f8e16ccba,False,False,False,0,0,0,0,0,0,False,False,False
00049.09e42d433e0661f264a25c7d4ed6e3ea,False,False,False,0,0,0,0,0,0,False,False,False
00066.6afbb1258bcf3e4d59d53c847a84e469,False,False,False,0,0,0,0,0,0,False,False,False
00086.9c945bb90f76a8b76331599106c28429,False,False,False,0,0,0,0,0,0,False,False,False
00092.8ca54ce0c31e6149b5ef05c0108743be,False,False,False,0,0,0,0,0,0,False,False,False
00099.d41a21dc96bb3c3342292f7c9fa4db1e,False,False,False,0,0,0,0,0,0,False,False,False
00103.3fb0c1ebdfc0eb5952bf0f57e635c270,False,False,False,0,0,0,0,0,0,False,False,False
00106.09988f439b8547dc90efb1530c02329b,False,False,False,0,0,0,0,0,0,False,False,False
00107.e6cd2d9f49514710dc85db0fef5b8726,False,False,False,0,0,0,0,0,0,False,False,False
00109.eda1664dd3b3c31b67e5cd04553b6546,False,False,False,0,0,0,0,0,0,False,False,False
00114.e337195587d1dbb42e8a2b693e9fc938,False,False,False,0,0,0,0,0,0,False,False,False
00119.7bd666ac52f079fb3b5ff0be83b55286,False,False,False,0,0,0,0,0,0,False,False,False
00121.bf18a63d6e7d40409f8b722036eadd82,False,False,False,0,0,0,0,0,0,False,False,False
00123.18a793261cf7719497e17412345945d6,False,False,False,0,0,0,0,0,0,False,False,False
00126.d6d2197becfb17af452e9117a5f4c947,False,False,False,0,0,0,0,0,0,False,False,False
00130.c8128e89eff5b0e61aa864ebfd96afba,False,False,False,0,0,0,0,0,0,False,False,False
00134.9f41f4111a33dc1efca04de72e1a105a,False,False,False,0,0,0,0,0,0,False,False,False
00136.faa39d8e816c70f23b4bb8758d8a74f0,False,False,False,0,0,0,0,0,0,False,False,False
00138.acef24ad51f98e3192d5a0348543f02f,False,False,False,0,0,0,0,0,0,False,False,False
00145.0ec326fee0570953d684e40edd3fa7b8,False,False,False,0,0,0,0,0,0,False,False,False
00147.1782d51354c31ea53db25ea927d5c51d,False,False,False,0,0,0,0,0,0,False,False,False
00148.21c30154aa358d903c10c5d8a3ef6ffd,False,False,False,0,0,0,0,0,0,False,False,False
00149.1589b074a69ebc09012d1f6d7ba4c75f,False,False,False,0,0,0,0,0,0,False,False,False
00151.6abbf42bc1bfb6c36b749372da0cffae,False,False,False,0,0,0,0,0,0,False,False,False
00153.d20d157c684520f1c3aa8f270f753785,False,False,False,0,0,0,0,0,0,False,False,False
00156.ccb4ccdec1949b9510ab71d05122de3f,False,False,False,0,0,0,0,0,0,False,False,False
00157.eab255ce291e88fbee46f3f0c564ddf3,False,False,False,0,0,0,0,0,0,False,False,False
00158.58aea46256aaaa23787ec2acdcd31073,False,False,False,0,0,0,0,0,0,False,False,False
00162.6d0397cc491b214db1e84e19bb49177a,False,False,False,0,0,0,0,0,0,False,False,False
00165.45db168e8e1a78a66972b9f50c47b6dc,False,False,False,0,0,0,0,0,0,False,False,False
00166.1b7ca83ece36a955e80c7f32efe5fd3d,False,False,False,0,0,0,0,0,0,False,False,False
00167.af33a21e8b279ee28d5e70a6ef1dc86a,False,False,False,0,0,0,0,0,0,False,False,False
00168.7422ce438a3d745e2cafb7430e5ddb0f,False,False,False,0,0,0,0,0,0,False,False,False
00171.8d972e393ba7c05bfcbf55b3591ce5f3,False,False,False,0,0,0,0,0,0,False,False,False
00175.e672ac062c93c15915d4d264c4282b47,False,False,False,0,0,0,0,0,0,False,False,False
00181.a9ce64eb710cb3f00a7d7db7911291ab,False,False,False,0,0,0,0,0,0,False,False,False
00195.0a543c2780491168160570bb6708af86,False,False,False,0,0,0,0,0,0,False,False,False
00195.aeb47d08c2d537c24ada260804b7a171,False,False,False,0,0,0,0,0,0,False,False,False
00202.d5b52386f66bd36cd1508319c82cf671,False,False,False,0,0,0,0,0,0,False,False,False
00204.4cf15f97b8ea08bfafab7d5091b8fbe7,False,False,False,0,0,0,0,0,0,False,False,False
00204.a008813ddeb2d5febd1fc676c07e9760,False,False,False,0,0,0,0,0,0,False,False,False
00205.312e72065386636132fa6c4a1fde871e,False,False,False,0,0,0,0,0,0,False,False,False
00207.47d129a97b8ce8572c9efb4c18a74192,False,False,False,0,0,0,0,0,0,False,False,False
00212.a9947ad74a529a35d11538e1df60cd73,False,False,False,0,0,0,0,0,0,False,False,False
00213.b85553a858843eabb7752c6d15aaba5a,False,False,False,0,0,0,0,0,0,False,False,False
00215.0378888fa9823523e61a6b922a4e3b55,False,False,False,0,0,0,0,0,0,False,False,False
00216.c07de35b7e7f659e3c0c071b30053afa,False,False,False,0,0,0,0,0,0,False,False,False
00217.f56a722e95d0b6ea580f1b4e9e2e013a,False,False,False,0,0,0,0,0,0,False,False,False
00218.e921fa1953a3abd17be5099b06444522,False,False,False,0,0,0,0,0,0,False,False,False
00219.b1e53bdc90b763f8073f3270e3f6e811,False,False,False,0,0,0,0,0,0,False,False,False
00219.eaf6c0ff67706c784f67f5c1225028a1,False,False,False,0,0,0,0,0,0,False,False,False
00220.b599bb1ef610ba40d9becc965c0c0da3,False,False,False,0,0,0,0,0,0,False,False,False
00222.3ac65af6304056a15115076b1bcc8f69,False,False,False,0,0,0,0,0,0,False,False,False
00222.77293b7002c5749b9d31a99b2f4e0366,False,False,False,0,0,0,0,0,0,False,False,False
00223.b2ab59fb979b4e3d266f15a580d86619,False,False,False,0,0,0,0,0,0,False,False,False
00224.1b3430b101a8a8b22493c4948fcbe9cc,False,False,False,0,0,0,0,0,0,False,False,False
00228.238a0547cbbd70a024d7d4376707f201,False,False,False,0,0,0,0,0,0,False,False,False
00230.681e0e97f93d59676937c4223c93da93,False,False,False,0,0,0,0,0,0,False,False,False
00231.77a5d20da55f185c1bb7a3949332d364,False,False,False,0,0,0,0,0,0,False,False,False
00233.a268478ca6f03604012ffff8dd3de396,False,False,False,0,0,0,0,0,0,False,False,False
00237.9cee6fd8bdd653d21d92158e702adf50,False,False,False,0,0,0,0,0,0,False,False,False
00239.2f1370f9cba5ab21297eadb2af40b051,False,False,False,0,0,0,0,0,0,False,False,False
00243.2fa7ea5c308d2d572c7e8efc679bb6a9,False,False,False,0,0,0,0,0,0,False,False,False
00243.c6e70273fe1cf9e56e26bb6bbeef415d,False,False,False,0,0,0,0,0,0,False,False,False
00244.5cac9708afd7f9f00e9bf64eeb127f0a,False,False,False,0,0,0,0,0,0,False,False,False
00244.934aa46481d9503c1fd02a964e19de24,False,False,False,0,0,0,0,0,0,False,False,False
00246.d314e68151f961425104dbe6a4e3bc9a,False,False,False,0,0,0,0,0,0,False,False,False
