message_id,strict_has_trigger,extended_has_trigger,broad_has_trigger,strict_subject_count,strict_body_count,extended_subject_count,extended_body_count,broad_subject_count,broad_body_count,is_candidate_strict,is_candidate_extended,is_candidate_broad
00004.bdcc075fa4beb5157b5dd6cd41d8887b,False,False,False,0,0,0,0,0,0,False,False,False
00046.96a19afe71cd6f1f14c96293557a49ff,False,False,False,0,0,0,0,0,0,False,False,False
00061.bec763248306fb3228141491856ed216,False,False,False,0,0,0,0,0,0,False,False,False
00083.c1891c507954e5b75b72b16712e799bf,False,False,False,0,0,0,0,0,0,False,False,False
00088.1673f91313df07da1a18b2fc458dd4c4,False,False,False,0,0,0,0,0,0,False,False,False
00104.04d165183bb8feab0956362c70591b3d,False,False,False,0,0,0,0,0,0,False,False,False
00116.29e39a0064e2714681726ac28ff3fdef,False,False,False,0,0,0,0,0,0,False,False,False
00124.e757f78e3a015f784045f87c81e9ce87,False,False,False,0,0,0,0,0,0,False,False,False
00125.120d27c936362896c00a3db9d3a4571e,False,False,False,0,0,0,0,0,0,False,False,False
00133.17dccf2499a4245b83890e0784c43499,False,False,False,0,0,0,0,0,0,False,False,False
00139.b2a205ac25d7d907cdfb3f865dbae1ae,False,False,False,0,0,0,0,0,0,False,False,False
00149.c07359393107925a86798dd72d6a56b3,False,False,False,0,0,0,0,0,0,False,False,False
00150.957bb781217f762dc9999e7a90130c92,False,False,False,0,0,0,0,0,0,False,False,False
00152.a9f16de7f087215259a15322961bf9c0,False,False,False,0,0,0,0,0,0,False,False,False
00154.fb13b55bdbb01e81ac9b8ee6f13948d5,False,False,False,0,0,0,0,0,0,False,False,False
00174.516721408a0d043ffc5258ecc49e907a,False,False,False,0,0,0,0,0,0,False,False,False
00180.13a95a2542a0fd01ff24303561cca949,False,False,False,0,0,0,0,0,0,False,False,False
00189.58d4489891c5ab450678438eb8cc4a3e,False,False,False,0,0,0,0,0,0,False,False,False
00205.ee9ba1e4fc09cb436f0d0983ecef87cf,False,False,False,0,0,0,0,0,0,False,False,False
00206.0c8362d7e86ddcaf39829800ac40e2ca,False,False,False,0,0,0,0,0,0,False,False,False
00213.8c42a1c257aa30ff3b3ba668cca59408,False,False,False,0,0,0,0,0,0,False,False,False
00221.775c9348b935d966a9afec954f1e9c27,False,False,False,0,0,0,0,0,0,False,False,False
00225.a4a58f288601a7e965b358c6e7c6741f,False,False,False,0,0,0,0,0,0,False,False,False
00227.a2dc608fa0cf81c35ea9f658b24a9004,False,False,False,0,0,0,0,0,0,False,False,False
